번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(?S/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
3510,무심A,2020.07.20,24.4,7.7,176,6.3,8.5,9.1,69,2.399,0.131,8.1,13.026
3511,무심A1,2020.07.20,24.2,7.4,211,8.5,3,8.3,58,2.071,0.199,5.6,8.492
3512,미호A,2020.07.20,25.4,8.3,400,9.5,3.7,7.8,19,1.666,0.074,4.5,9.146
3513,미호A1,2020.07.20,24.3,7.5,403,9.5,6,10.4,23.2,3.015,0.241,6.5,1.448
3514,미호A2,2020.07.20,24.4,7.6,279,9.1,5.3,9,22.2,3.104,0.321,6,1.635
3515,미호B,2020.07.20,25.5,7.6,482,6,5.6,9.3,54,3.717,0.122,7,50.823
3516,미호B1,2020.07.20,24.3,7.7,280,9.5,1.8,6.6,17.6,2.453,0.088,3.8,3.707
3517,미호B2,2020.07.20,23.6,7.5,287,9.2,2.2,6.8,9,2.519,0.139,4.1,1.286
3518,미호B3,2020.07.20,24,7.4,300,6.8,3,9.7,19,3.604,0.265,5.7,0.439
3519,미호B4,2020.07.20,25.8,7.3,584,7,7.9,9.1,26.4,6.452,0.156,6,2.976
3520,미호C,2020.07.20,25.5,7.4,410,5.7,4.7,7.9,18,3.614,0.1,5.5,45.8
3521,미호C1,2020.07.20,23.9,7.5,347,7.4,1.6,6,10.6,2.43,0.061,3.4,4.151
3522,병천A,2020.07.20,24.5,7.8,313,7.8,1.7,6.8,18.7,2.846,0.16,3.8,3.985
3523,유등A,2020.07.20,22.7,7.8,290,8.9,0.7,3.6,6,3.553,0.014,1.6,5.502
3524,금본H,2020.07.21,21.3,7.4,161,9.8,1.4,6.5,15.8,2.17,0.056,3.5,547.599
3525,금본H-1,2020.07.21,21.5,7.1,158,5.5,1.5,5.8,14.6,2.093,0.045,3.4,549.393
3526,금본H1,2020.07.21,20.8,7.5,106,10,0.5,3.9,3.5,2.035,0.035,1.7,4.984
3527,금본I,2020.07.21,22,7.2,180,6.1,1.7,6.5,21.6,2.656,0.059,3.4,566.984
3528,금본J,2020.07.21,22.6,7.8,184,8.9,1.7,7,59.3,2.06,0.067,4.3,871.689
3529,금본J1,2020.07.21,24.9,7.1,160,8.3,0.7,5.1,14.2,3.567,0.064,2.6,8.379
3530,금본K,2020.07.21,22.6,7.5,170,5.5,1.6,6.5,43,2.665,0.091,3.3,937.254
3531,금본K1,2020.07.21,23.1,7.2,196,5.7,1.3,7.4,28.3,2.893,0.12,3.8,1.696
3532,금본L,2020.07.21,22.8,7.8,189,9.2,1.6,5.8,13.8,2.262,0.05,4.5,972.959
3533,논산A,2020.07.21,23.2,7.4,157,5.3,2.8,7.2,23.7,2.834,0.115,4.5,34.003
3534,대교천2,2020.07.21,24.4,7.7,236,10,0.9,5.8,8,2.79,0.16,3.5,1.794
3535,석성천2,2020.07.21,24.5,6.8,176,5.3,2.3,8.4,33.3,2.9,0.165,4.8,6.637
3536,길산천2,2020.07.22,24.5,7.6,187,7.5,3.1,8.5,61,2.017,0.104,5.4,
3537,논산A1,2020.07.22,20.6,7,90,8.9,0.5,3.6,2.7,1.662,0.017,1.6,15.226
3538,논산A2,2020.07.22,21.6,7.2,150,8.9,1.1,5.1,21.4,2.463,0.067,2.7,1.023
3539,논산A3,2020.07.22,23.3,7.3,184,8.1,1.3,8.3,16.6,2.387,0.18,4.8,2.272
3540,산북천,2020.07.22,26.7,7.4,301,4.5,9,17.3,136,5.341,0.591,12,
3541,금본A,2020.07.23,19,8.4,99,9.3,1.1,5.4,13.8,1.943,0.054,3.1,81.584
3542,금본B,2020.07.23,20.3,7.7,105,9.2,1,5.1,5.1,1.443,0.023,2.6,383.523
3543,금본B1,2020.07.23,17.8,8.1,84,9.3,0.5,5.4,13,1.585,0.053,3.2,26.092
3544,금본B2,2020.07.23,17.8,7.5,65,9.8,0.5,4.1,5.6,1.915,0.021,1.8,
3545,금본C,2020.07.23,20,7.5,96,9.8,1.1,6.1,13.9,1.303,0.025,3.2,377.668
3546,금본C1,2020.07.23,18.9,7.3,76,9.4,0.7,5.4,7,1.362,0.032,2.8,115.043
3547,금본D,2020.07.23,20.1,7.6,93,9.4,1.1,6,14.4,1.296,0.026,3.3,539.188
3548,금본E,2020.07.23,20.6,7.7,97,9.2,1.3,6.9,23.8,1.581,0.092,3.2,537.515
3549,금본F1,2020.07.23,18.4,7.3,67,9.7,0.5,5.1,3.9,1.443,0.034,2.7,3.64
3550,금본F2,2020.07.23,19.9,7.5,219,9.3,0.5,5.7,6.9,2.247,0.074,2.7,5.145
3551,보청A,2020.07.23,20.6,7.2,110,8.6,1.9,6.9,21.1,1.924,0.072,3.3,79.138
3552,초강A,2020.07.23,20.6,7.7,91,8.7,1.5,8,17.2,1.507,0.049,4.8,103.363
3553,초강A1,2020.07.23,18.7,6.9,80,8.8,0.6,8,7.5,1.255,0.036,4.9,6.603
3554,갑천A,2020.07.27,21.6,7.9,225,7.3,1.2,4.3,3.1,3.797,0.08,2.5,
3555,금본G,2020.07.27,21.7,7.7,142,8.9,1.2,5.9,10.7,2.267,0.037,3.3,
3556,미호C,2020.07.27,23.3,7.8,261,7.7,2.4,6.8,27.3,3.615,0.111,4,
3557,논산A,2020.07.28,23.7,7.3,183,7.3,2.6,6.5,24,3.288,0.105,3.5,
3558,길산천2,2020.08.03,25.3,7.3,167,7,2.1,6.6,41.6,3.125,0.127,3.6,
3559,논산A1,2020.08.03,22.2,7.5,109,9.6,0.5,3.2,1.3,2.705,0.026,1.5,8.262
3560,논산A2,2020.08.03,23.3,7.2,154,8.6,1.4,6.8,103.6,3.681,0.105,3.6,1.897
3561,논산A3,2020.08.03,24.4,7.2,132,8.3,0.8,6.5,12.8,3.201,0.13,3.5,5.526
3562,산북천,2020.08.03,27.6,7.3,233,4.7,10.8,12.6,131.3,5.726,0.389,8,
3563,금본A,2020.08.04,22.4,7.3,133,9.1,0.4,3.6,4.7,2.96,0.043,2,20.076
3564,금본B,2020.08.04,22.5,7.8,91,9.3,0.7,4.8,4.7,1.682,0.03,2.6,179.588
3565,금본B1,2020.08.04,19.7,7.2,95,9.9,0.5,3.7,4.3,2.15,0.026,2.3,4.714
3566,금본B2,2020.08.04,20.8,7,75,10.1,0.5,3.3,2.5,1.856,0.013,2.1,5.694
3567,금본C,2020.08.04,21.9,7.7,94,8.9,0.7,5.2,6.8,1.705,0.03,2.7,160.354
3568,금본C1,2020.08.04,23.2,7.3,117,9.3,0.5,3.9,2.8,2.114,0.022,2.8,11.416
3569,금본D,2020.08.04,22.9,7.5,102,8.5,0.5,4.8,11.1,1.737,0.035,2.4,235.115
3570,금본E,2020.08.04,24.5,7.5,120,7.9,0.7,4.7,14.3,2.073,0.045,2.6,168.487
3571,금본F1,2020.08.04,24.8,6.8,108,8.5,0.5,3.9,1.5,2.551,0.023,2,0.724
3572,금본F2,2020.08.04,24.4,7.6,295,8.9,0.6,4.3,4.5,3.348,0.057,2.9,1.846
3573,보청A,2020.08.04,22.1,7.4,171,8.5,0.6,4.3,11.7,3.002,0.072,2.3,36.154
3574,초강A,2020.08.04,24.5,7.9,133,8.2,0.4,4.2,4.3,2.151,0.047,2.3,15.433
3575,초강A1,2020.08.04,21.1,7,142,8.2,0.6,5.7,7.4,2.257,0.032,3.1,1.439
3576,갑천A,2020.08.05,24.7,7.9,216,7.4,2.6,6.1,36.3,3.134,0.124,3.5,103.023
3577,금본F,2020.08.05,22.6,7.6,107,10.7,0.7,6.3,21.8,1.478,0.05,3.8,895.996
3578,금본G,2020.08.05,22.1,7.3,110,8.8,0.8,7.7,60,1.787,0.116,4.8,1013.316
3579,금본G-1,2020.08.05,22.5,7.1,135,8.6,2.1,9.8,159.3,1.784,0.182,7.2,1006.801
3580,금본G1,2020.08.05,21.3,7.4,157,8.9,0.6,5,16.5,1.96,0.057,2.3,1.102
3581,금본G2,2020.08.05,24.7,7.4,237,7.6,1.5,8.1,133.5,3.302,0.154,3.8,3.345
3582,무심A,2020.08.05,23.4,7.9,202,7.8,1.9,7.1,60,2.741,0.166,5,14.197
3583,무심A1,2020.08.05,22.8,7.2,155,8.7,4.9,14,319,2.49,0.213,5.7,53.059
3584,미호A,2020.08.05,21.9,7.9,114,9,2.6,9.5,144,2.166,0.161,9.4,116.075
3585,미호A1,2020.08.05,23.6,6.9,191,8.1,4.7,12.5,181,3.043,0.305,5.7,11.638
3586,미호A2,2020.08.05,23.9,7.5,219,7.8,2.2,8.2,88,3.635,0.245,4.8,8.024
3587,미호B,2020.08.05,23,7.5,180,8.2,2.2,9.6,179.3,2.985,0.179,8.1,656.037
3588,미호B1,2020.08.05,23.5,7.7,132,8.4,1.8,9.3,85.6,2.971,0.147,4,120.493
3589,미호B2,2020.08.05,23.1,7.2,141,8.8,3.7,8.4,124.7,2.731,0.2,4.8,23.596
3590,미호B3,2020.08.05,23.7,7,138,8.5,4.6,15.3,195.3,3.51,0.383,5.7,4.613
3591,미호B4,2020.08.05,25.7,7.6,101,7.7,15.9,23.3,621,1.519,0.254,13.5,98.175
3592,미호C,2020.08.05,23.5,7.6,154,7.4,1.4,9.6,187.3,2.439,0.148,6.7,444.898
3593,미호C1,2020.08.05,22.9,7.2,237,7.7,1.9,7.1,51.3,2.796,0.106,3.4,18.287
3594,병천A,2020.08.05,21.8,7.7,171,8.6,1.3,8.8,99,3.456,0.174,7.5,68.549
3595,유등A,2020.08.05,23,7.7,260,8.7,0.5,3.7,13.1,2.506,0.049,1.8,6.492
3596,금본H,2020.08.06,23.3,8.4,163,8.4,1.6,8.6,88.3,2.775,0.176,6.4,1950.404
3597,금본H-1,2020.08.06,21.9,7.5,109,8.5,1.1,6.7,50.3,1.947,0.131,5.4,1969.399
3598,금본H1,2020.08.06,21.8,7.3,65,8.8,1.5,8.4,59.3,1.334,0.099,3.6,47.849
3599,금본I,2020.08.06,22.7,7.5,122,8.8,1.5,9,87.5,2.974,0.194,5.3,2172.209
3600,금본J,2020.08.06,23.1,7.4,127,7.7,1.1,7.6,80,2.573,0.158,4.9,1899.535
3601,금본J1,2020.08.06,23.3,7.2,106,8.2,2,8.5,103.5,3.009,0.147,3.5,95.885
3602,금본K,2020.08.06,24.5,7,112,7,3.1,9.7,146,2.694,0.317,6.6,2524.053
3603,금본K1,2020.08.06,24.1,7.1,95,7.2,3.4,12.5,127,2.482,0.272,6.9,26.862
3604,금본L,2020.08.06,22.3,7.4,129,7.2,2.2,9.5,200.7,2.686,0.171,6.8,2851.523
3605,논산A,2020.08.06,24.9,7.2,93,6.6,3.9,12.3,224,2.404,0.431,8.4,351.535
3606,대교천2,2020.08.06,23.4,7.3,134,7.7,2.2,8.8,63.3,2.811,0.226,3.9,18.995
3607,석성천2,2020.08.06,24.5,7.2,103,6.3,5.2,12.5,154,2.064,0.379,5.8,86.069
3608,금본A,2020.08.18,25.4,7.3,146,9,0.4,3.5,2.6,3.215,0.045,1.6,12.414
3609,금본B,2020.08.18,25,7.4,60,9.3,0.6,5.1,18,1.343,0.07,3.3,26.721
3610,금본B1,2020.08.18,22.7,7.6,99,9.3,0.5,3.9,1.9,1.962,0.022,1.7,3.904
3611,금본B2,2020.08.18,24,7.5,73,9.3,0.5,3.4,1.5,1.717,0.015,1.4,2.988
3612,금본C,2020.08.18,27.1,7.7,87,7.8,0.4,4.7,7.2,1.495,0.043,2.6,30.904
3613,금본C1,2020.08.18,27.9,7.4,123,9.5,0.6,3.8,1.9,1.891,0.03,1.9,10.186
3614,금본D,2020.08.18,27.1,7.5,112,7.6,0.8,5.1,7,1.925,0.034,2.5,46.686
3615,금본E,2020.08.18,28.3,7.4,132,8.5,1.3,5.2,4.2,2.24,0.032,3.1,53.457
3616,금본F1,2020.08.18,29,7.2,98,8.6,0.5,3.7,1.3,2.232,0.031,2.1,0.342
3617,금본F2,2020.08.18,28.6,8,300,9.1,1,4.1,2.7,3.208,0.045,2.1,0.987
3618,보청A,2020.08.18,25.7,7.1,201,8.4,0.4,4.9,3.9,3.084,0.058,2.3,12.773
3619,초강A,2020.08.18,27.9,7.7,144,7.9,0.4,5,2.4,2.402,0.043,2.7,10.231
3620,초강A1,2020.08.18,23.1,6.9,148,7.6,0.5,5.4,10.1,2.233,0.041,2.9,0.815
3621,갑천A,2020.08.19,29.8,7.6,344,9.8,2.9,7.9,8,4.723,0.075,4.9,28.095
3622,금본F,2020.08.19,20.5,7.9,88,8.3,0.4,5.1,13.4,1.813,0.059,3.2,87.833
3623,금본G,2020.08.19,22.5,6.9,154,8.5,0.5,5.5,18.5,2.348,0.072,3.4,120.705
3624,금본G-1,2020.08.19,23.3,7.3,158,8.7,0.7,5.6,11.7,2.34,0.079,3.2,118.587
3625,금본G1,2020.08.19,22.6,7.4,182,9,0.5,3.8,4.4,1.926,0.034,1.9,0.501
3626,금본G2,2020.08.19,28.5,7.6,319,8.3,0.9,5.3,36.6,3.295,0.094,2.8,1.073
3627,무심A,2020.08.19,26.2,7.5,285,7.4,1.3,5.1,5.6,2.742,0.104,2.9,4.939
3628,무심A1,2020.08.19,27.9,7.5,258,9.5,1,4.9,6.5,2.552,0.096,2.5,2.278
3629,미호A,2020.08.19,28.1,7.9,307,10.1,2.6,6.4,6.4,3.512,0.074,3.8,4.045
3630,미호A1,2020.08.19,28,7.1,427,9,4,8.2,10.1,3.771,0.154,4,0.952
3631,미호A2,2020.08.19,25.4,7.4,351,9.5,1.2,6.1,15.1,3.23,0.123,3.3,1.627
3632,미호B,2020.08.19,29.8,7.8,407,10.9,4.3,8.4,16.5,4.265,0.087,5.5,35.356
3633,미호B1,2020.08.19,26.5,7.6,258,10,0.8,5.3,4.9,3.697,0.13,2.8,3.323
3634,미호B2,2020.08.19,27.3,7.6,280,9.7,3,7.1,8.1,3.865,0.112,4,1.395
3635,미호B3,2020.08.19,29,8.2,252,10.5,3.1,7.5,6,4.835,0.143,3.9,0.424
3636,미호B4,2020.08.19,31.1,7.6,1008,8.6,3.8,7.1,20.3,10.958,0.07,3.8,2.915
3637,미호C,2020.08.19,27.9,7.4,402,9,2.6,7.3,32,4.464,0.088,4.3,98.814
3638,미호C1,2020.08.19,27,7.4,353,8.1,0.9,4.8,8.3,3.287,0.075,2.1,4.345
3639,병천A,2020.08.19,27.8,7.5,264,8.6,1.8,6.5,6.6,3.289,0.092,3.9,4.814
3640,유등A,2020.08.19,26.5,7.7,289,9.2,0.4,3.2,0.6,2.554,0.024,1.5,2.586
3641,금본H,2020.08.20,24.9,7.4,224,9,2,5.8,16.5,2.803,0.077,3.5,155.797
3642,금본H-1,2020.08.20,25.3,7.7,214,9,1.5,5.5,15.2,2.961,0.064,3.2,157.202
3643,금본H1,2020.08.20,26.2,7.4,172,9.1,0.7,3.8,2.9,1.412,0.043,1.7,1.014
3644,금본I,2020.08.20,26.5,7.4,212,10.1,2.1,5.5,17.7,2.62,0.054,3.1,171.843
3645,금본J,2020.08.20,27.2,7.8,205,9.8,2.3,5.8,13,2.595,0.058,3.2,413.602
3646,금본J1,2020.08.20,28.1,7.6,168,7.6,1.5,5.3,23.4,3.157,0.07,2.4,4.152
3647,금본K,2020.08.20,27,8.1,212,12.2,3.9,7.4,15.3,2.92,0.071,4.1,432.902
3648,금본K1,2020.08.20,25.3,7.3,244,6.8,0.7,5.2,12.4,3.143,0.072,2.5,0.781
3649,금본L,2020.08.20,27.4,8.4,157,9.7,3.6,6.3,10,2.286,0.057,3.4,445.352
3650,논산A,2020.08.20,28.1,7.7,201,9.3,2.2,5.7,12.3,3.003,0.058,3.2,9.379
3651,대교천2,2020.08.20,27.8,7.9,255,9.8,1.3,5.2,8.9,3.057,0.107,2.6,1.405
3652,석성천2,2020.08.20,27.8,7.2,270,6.3,2.8,6.9,25.3,3.486,0.132,3.8,3.97
3653,길산천2,2020.08.21,28.5,8.4,181,9,4.5,8.5,15.5,2.025,0.086,4.4,
3654,논산A1,2020.08.21,27.7,7.4,138,8.6,0.5,3.2,1.5,1.581,0.044,1.3,1.026
3655,논산A2,2020.08.21,25.4,7.9,182,10.3,1.4,4.6,21.9,3.322,0.079,2,0.767
3656,논산A3,2020.08.21,27.8,7.9,177,11,1.2,6.3,3.5,2.885,0.145,2.7,0.966
3657,산북천,2020.08.21,30.3,8.3,273,8.3,5.2,9,10.4,3.88,0.18,5.3,
3658,갑천A,2020.08.24,28.5,7.4,504,7.7,2.8,8.1,8,5.345,0.11,4,27.935
3659,금본F,2020.08.24,20.5,7.5,89,7.7,0.6,5,6.8,1.92,0.049,3.3,248.57
3660,금본G,2020.08.24,21.4,7.6,120,8.5,0.8,5.9,28,2.073,0.078,3.7,279.967
3661,금본G-1,2020.08.24,21.1,7.4,106,8.3,0.8,5.3,9.2,1.884,0.076,3.4,278.251
3662,금본G1,2020.08.24,23.7,7.7,197,9.4,0.7,4.4,4.7,1.557,0.045,2,0.306
3663,금본G2,2020.08.24,28,7.6,294,8.6,0.7,5.3,24.8,2.644,0.093,2.7,0.888
3664,무심A,2020.08.24,24.6,7.4,197,8.8,4.4,6.8,9.6,2.84,0.146,5.1,7.545
3665,무심A1,2020.08.24,27.1,7.6,288,11.5,1.7,5.4,5.7,2.141,0.113,2.8,1.061
3666,미호A,2020.08.24,27.4,8.6,293,13.3,8.2,8.8,17,2.226,0.076,5.2,5.998
3667,미호A1,2020.08.24,27.7,7.5,384,7.4,3.9,8.6,13.4,3.568,0.24,4.9,1.334
3668,미호A2,2020.08.24,25.5,7.5,277,8,1.4,6.3,17.6,2.88,0.116,3.6,2.086
3669,미호B,2020.08.24,29.2,8.3,401,13.9,5.8,10.4,18.5,3.743,0.096,7,33.633
3670,미호B1,2020.08.24,26.4,7.7,244,9,1.2,5.9,4.5,2.652,0.127,3,2.886
3671,미호B2,2020.08.24,27.3,7.5,318,8,2.1,5.8,4.9,2.993,0.073,3.3,0.679
3672,미호B3,2020.08.24,29.3,8.3,290,7.9,3.5,8,6.2,5.122,0.166,4.2,0.288
3673,미호B4,2020.08.24,30.2,7.7,987,9.6,4.3,7.2,10.4,10.532,0.069,3.9,3.348
3674,미호C,2020.08.24,27.5,7.7,410,10.3,6.3,9.8,50.7,3.937,0.109,5.5,45.69
3675,미호C1,2020.08.24,27.1,7.5,374,9.4,2,5.7,8.1,2.852,0.068,2.9,3.707
3676,병천A,2020.08.24,27.7,7.8,284,9.6,2.3,6.3,4.2,3.278,0.122,4.2,4.562
3677,유등A,2020.08.24,24.6,7.8,260,9,0.4,2.8,5.3,2.382,0.04,1.6,3.421
3678,금본H,2020.08.25,23.3,7.2,173,8.9,2.1,6.8,23.2,2.249,0.075,4.2,224.599
3679,금본H-1,2020.08.25,23.2,7.9,151,8.2,1.4,7.6,14.1,2.097,0.069,3.3,225.931
3680,금본H1,2020.08.25,27.1,7.4,184,8.4,0.9,3.9,2.5,1.469,0.043,1.7,0.459
3681,금본I,2020.08.25,25.2,7.5,175,9.4,2.5,6.4,34.3,2.415,0.08,4.6,240.331
3682,금본J,2020.08.25,25.8,7.5,175,9.2,3.1,7,33.6,2.378,0.08,4.7,440.287
3683,금본J1,2020.08.25,28.1,7.4,192,7.8,2.1,5.8,17.8,2.519,0.117,3.1,4.077
3684,금본K,2020.08.25,28.7,7.7,246,9.6,2.8,6.4,7.3,2.649,0.082,4,474.408
3685,금본K1,2020.08.25,26.2,7.3,242,6.9,1.1,5.4,15.4,2.761,0.095,2.6,0.642
3686,금본L,2020.08.25,29.3,8.1,205,9.4,2.3,5.7,18.2,2.831,0.053,3.7,491.041
3687,논산A,2020.08.25,29.2,7.4,214,7.2,3.3,7.2,23.6,2.522,0.119,4.3,20.936
3688,대교천2,2020.08.25,28.5,8.3,253,11.2,2.1,6.2,8.9,2.554,0.118,3.2,1.332
3689,석성천2,2020.08.25,27.7,7,260,6.2,2.7,7.3,23.7,2.356,0.117,3.5,5.41
3690,길산천2,2020.08.26,28.2,7.2,168,6.9,3.5,8,41.3,1.192,0.105,4.5,
3691,논산A1,2020.08.26,28.1,7.4,145,8.3,0.5,3.5,1.2,1.208,0.02,1.3,1.026
3692,논산A2,2020.08.26,25.6,7.8,177,10.5,1.5,4.1,8.2,2.665,0.054,1.8,0.586
3693,논산A3,2020.08.26,26.5,7.4,135,8.3,1.3,7.7,44.6,1.85,0.128,3.3,3.829
3694,산북천,2020.08.26,28,7.2,266,5.8,4.8,8.6,73.3,2.782,0.184,5.3,
3695,금본A,2020.08.27,23.8,7.3,104,8.5,3.8,9.4,86.5,2.268,0.212,7.2,26.252
3696,금본B,2020.08.27,24.8,7.7,60,9.6,1.5,5.6,10.6,1.207,0.066,2.9,16.575
3697,금본B1,2020.08.27,21.9,7.3,70,9.3,0.9,6.1,22,1.912,0.07,3.2,11.141
3698,금본B2,2020.08.27,25.2,7.6,96,9.5,0.5,4.4,1.7,1.641,0.017,1.6,1.788
3699,금본C,2020.08.27,26.6,7.5,93,8.6,1.3,4.4,7.6,1.179,0.033,2.7,33.62
3700,금본C1,2020.08.27,25.5,7.6,114,8.3,1.6,6.3,42.2,1.953,0.051,3.3,52.968
3701,금본D,2020.08.27,26.8,7.3,117,8.7,1.9,5.3,13.5,1.461,0.045,2.8,32.796
3702,금본E,2020.08.27,28.1,7.5,147,8.4,1.4,4.6,6.4,1.538,0.033,3.1,46.239
3703,금본F1,2020.08.27,27.3,7.7,89,9.3,0.5,4.5,2.2,1.378,0.039,2.2,0.485
3704,금본F2,2020.08.27,25.9,7.8,223,9.5,1.1,5.5,5.9,2.133,0.084,3.2,0.967
3705,보청A,2020.08.27,25.5,7.4,186,7.5,2.8,6.8,32.2,2.17,0.145,4.1,22.263
3706,초강A,2020.08.27,27.5,7.6,178,7.3,1,4.1,3.1,1.6,0.026,2.2,11.837
3707,초강A1,2020.08.27,24,6.8,129,7.4,0.9,7.4,11.6,1.762,0.073,3.6,2.118
3708,길산천2,2020.08.31,28.5,7.9,136,7.7,3.5,8.8,34.4,1.301,0.089,5,
3709,논산A1,2020.08.31,23.8,7.4,98,9.3,0.5,2.8,2.5,2.316,0.025,1.4,9.96
3710,논산A2,2020.08.31,26.5,7.5,180,8,3.2,12.9,515,4.631,0.244,6.3,1.46
3711,논산A3,2020.08.31,27.3,7.4,160,8.9,1.2,8.1,17.5,2.945,0.163,3.7,2.17
3712,산북천,2020.08.31,27.7,7,146,6,3.8,9.4,24.5,2.13,0.235,5.8,
3713,금본A,2020.09.01,25.6,8,152,11.2,1.3,5.1,8.5,2.461,0.021,2.9,9.396
3714,금본B,2020.09.01,23.4,7.4,61,9.7,0.9,4.6,9,1.208,0.023,3,17.992
3715,금본B1,2020.09.01,22.6,7.5,89,9.8,0.5,3.8,3.7,1.657,0.022,2,4.179
3716,금본B2,2020.09.01,26.9,8.1,94,9.8,0.5,3.6,2,1.376,0.01,1.8,1.401
3717,금본C,2020.09.01,26.6,7.7,88,9.1,1.2,4.3,3.4,1.189,0.037,2.2,22.643
3718,금본C1,2020.09.01,27,8,110,10,0.7,4.5,4.8,1.331,0.023,2.4,11.678
3719,금본D,2020.09.01,26.5,7.3,113,8.7,1.6,4.5,11,1.397,0.021,2.7,38.651
3720,금본E,2020.09.01,27.2,7.5,119,8.8,1.2,5,13.2,1.577,0.043,3.1,50.997
3721,금본F1,2020.09.01,25.7,7.5,72,9.1,0.5,3.6,2,1.613,0.026,2,0.988
3722,금본F2,2020.09.01,26.8,8.1,235,10,0.8,4.8,6.9,2.385,0.081,2.7,1.099
3723,보청A,2020.09.01,23.7,7.4,153,8.3,0.9,4.8,18.6,2.503,0.097,2.8,28.422
3724,초강A,2020.09.01,25.7,7.6,116,8.5,1.2,5,5.4,1.583,0.052,2.9,14.955
3725,초강A1,2020.09.01,22.4,7,126,8.2,0.6,5.6,9.7,1.576,0.035,3,1.457
3726,갑천A,2020.09.02,26.8,7.4,451,7.4,2.9,6.7,5,5.46,0.092,5.2,31.535
3727,금본F,2020.09.02,20.5,7.9,90,7.8,1,4.7,6.3,1.83,0.033,2.7,609.783
3728,금본G,2020.09.02,21.3,7.4,124,7,1,4.9,35,1.93,0.07,4.5,650.19
3729,금본G-1,2020.09.02,20.6,7,110,7.4,1.5,5.2,11.2,1.948,0.077,3.1,644.008
3730,금본G1,2020.09.02,22.7,7.5,184,9,0.5,4.6,16.2,1.905,0.058,2.8,0.469
3731,금본G2,2020.09.02,23.8,7.4,223,9.8,1.6,8.8,115.3,3.009,0.172,5.4,3.345
3732,무심A,2020.09.02,24.8,7.3,278,6,5.9,7.2,23.4,3.739,0.25,3.7,6.058
3733,무심A1,2020.09.02,25.2,7.3,240,8.9,2.1,8.2,54.3,3.741,0.144,4.3,6.504
3734,미호A,2020.09.02,24.9,7.2,177,8,1.8,6.1,25.8,2.133,0.07,2.8,42.84
3735,미호A1,2020.09.02,25.4,7.4,316,8.3,3.1,7.9,34.3,2.442,0.18,4.8,3.761
3736,미호A2,2020.09.02,23.2,7.5,354,8.5,2.4,7.2,45.5,3.098,0.208,4.2,2.406
3737,미호B,2020.09.02,25.8,7.3,277,7.2,3.1,7.5,54.3,3.068,0.103,4.4,124.117
3738,미호B1,2020.09.02,24,7.5,215,8.7,1.1,5.7,20.9,2.839,0.125,3.3,11.193
3739,미호B2,2020.09.02,23.8,7.4,227,9,3.4,7.8,21.5,3.98,0.217,4.1,4.383
3740,미호B3,2020.09.02,23.6,7.2,198,8.2,4.3,9.9,30,4.145,0.257,6.1,1.535
3741,미호B4,2020.09.02,26.7,7.2,986,6.6,11.6,15.9,226.7,11.832,0.187,7.3,10.423
3742,미호C,2020.09.02,26.1,7,272,7.4,2.3,6.2,80,3.393,0.118,4.5,125.872
3743,미호C1,2020.09.02,26.1,7.3,368,7.9,1.4,5.7,9.6,2.809,0.069,3.2,3.341
3744,병천A,2020.09.02,24.7,7.1,238,7.7,1.5,5.6,13.5,3.246,0.138,3.2,12.096
3745,유등A,2020.09.02,25.3,7.6,290,7.7,0.6,3.4,3.5,1.85,0.028,1.6,3.142
3746,금본H,2020.09.03,22.9,7.4,115,8.6,3.2,8.5,128,1.908,0.164,3.4,2899.825
3747,금본H-1,2020.09.03,21.9,7.5,103,8.4,1.7,7.7,147,1.894,0.107,6.7,2920.542
3748,금본H1,2020.09.03,21.2,7.3,59,10.1,1.1,8,75,2.128,0.077,4.5,46.639
3749,금본I,2020.09.03,22.8,7.3,121,8.3,1.9,8.8,161.5,1.797,0.151,6.4,3168.554
3750,금본J,2020.09.03,23,7.3,115,7.9,1.7,9,139,1.988,0.154,3.4,2126.258
3751,금본J1,2020.09.03,22.8,7.3,105,8.6,3.1,15.1,392,2.441,0.227,7.9,130.708
3752,금본K,2020.09.03,24.2,7.1,138,7.3,3.1,9.9,132,2.026,0.304,6.8,2615.126
3753,금본K1,2020.09.03,22.8,7.1,103,8.1,3.4,11.1,96,1.839,0.321,7.2,16.657
3754,금본L,2020.09.03,25.8,7.5,158,7.6,2,6.3,52.3,2.252,0.156,3.9,2843.275
3755,논산A,2020.09.03,24.2,7.3,126,6.1,2.5,8.3,102,2.21,0.257,5.8,290.512
3756,대교천2,2020.09.03,23.4,6.9,113,8.6,2.8,12.5,112.7,2.991,0.267,7.8,20.717
3757,석성천2,2020.09.03,23.2,7.3,122,7,4.9,12.9,136,1.931,0.474,7.9,47.486
3758,금본A,2020.09.07,18.4,7.9,81,9.4,1.6,10.7,153.5,1.828,0.217,7.7,142.044
3759,금본B,2020.09.07,21.1,7.8,66,10.2,0.5,4.6,10.5,1.38,0.056,2.7,112.343
3760,금본B1,2020.09.07,17.9,7.6,58,10.1,1.6,9.7,159.5,1.453,0.211,6.4,59.279
